NOM.OPERATEUR,CODE_EIC5.Energy.Identification.Code.,ANNEE,FILIERE,IRIS_CODE,IRIS_LIBELLE,ADRESSE..point.de.livraison.,NOM_COMMUNE,CODE_SECTEUR_NAF2_CODE,CODE_SECTEUR_NAF2_LIBELLE,CODE_GRAND_SECTEUR,CONSO,PDL,code_dep,Code Officiel EPCI,Code Officiel Commune,Nom Officiel Commune,Code Officiel Commune / Arrondissement Municipal,Nom Officiel IRIS,Nom Officiel IRIS Majuscule,Nom Officiel IRIS Minuscule,Type,Code Grand Quartier,numero
GRDF,17X100A100A00028,"2021",G,"350010102",Est,5 SQUARE DIAN FOSSEY,AcignÌ©,NA,,R,"156.48199","26",Ille-et-Vilaine,"243500139","35001",AcignÃ©,"35001",Est,EST,est,iris d'habitat,"3500101",
GRDF,17X100A100A00028,"2021",G,"350230000",BÌ©dÌ©e (commune non irisÌ©e),10 RUE JOSEPH FILAUX,BÌ©dÌ©e,"35","Production et distribution d'Ì©lectricitÌ©, de gaz, de vapeur et d'air conditionnÌ©",I,"387.31396","1",Ille-et-Vilaine,"243500550","35023",BÃ©dÃ©e,"35023",BÃ©dÃ©e (commune non irisÃ©e),BÃ‰DÃ‰E (COMMUNE NON IRISÃ‰E),bÃ©dÃ©e (commune non irisÃ©e),commune,"3502300",
GRDF,17X100A100A00028,"2021",G,"350470101",Bruz Centre Nord,7 SQUARE DE KER FLEURI,Bruz,NA,,R,"76.2099","12",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Centre Nord,BRUZ CENTRE NORD,bruz centre nord,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470101",Bruz Centre Nord,8 ALLEE DU VAU GAILLARD,Bruz,NA,,R,"124.95873","27",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Centre Nord,BRUZ CENTRE NORD,bruz centre nord,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470102",Bruz Centre Sud-Est,5 RUE JEAN MERMOZ,Bruz,NA,,R,"117.11482","16",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Centre Sud-Est,BRUZ CENTRE SUD-EST,bruz centre sud-est,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470103",Bruz Centre Sud-Ouest,9 ALLEE DES RONCERAIS,Bruz,NA,,R,"111.69329","11",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Centre Sud-Ouest,BRUZ CENTRE SUD-OUEST,bruz centre sud-ouest,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470104",Bruz Ouest,2 RUE HENRI QUEFFELEC,Bruz,NA,,R,"64.65465","15",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Ouest,BRUZ OUEST,bruz ouest,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470104",Bruz Ouest,4 RUE HENRI QUEFFELEC,Bruz,NA,,R,"89.06514","21",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Ouest,BRUZ OUEST,bruz ouest,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470104",Bruz Ouest,9 PLACE DU VERT BUISSON,Bruz,NA,,R,"81.59638","13",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Ouest,BRUZ OUEST,bruz ouest,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470104",Bruz Ouest,12 AVENUE DE CEZEMBRE,Bruz,NA,,R,"92.83079","16",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Ouest,BRUZ OUEST,bruz ouest,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470104",Bruz Ouest,47 AVENUE DE L EUROPE,Bruz,NA,,R,"134.78809","20",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Ouest,BRUZ OUEST,bruz ouest,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350490102",Rural,RUE DU CORSAIRE,Cancale,"41",Construction de bÌ¢timents,I,"154.28528","1",Ille-et-Vilaine,"243500782","35049",Cancale,"35049",Rural,RURAL,rural,iris d'habitat,"3504901",
GRDF,17X100A100A00028,"2021",G,"350510101",Centre,2 RUE D IRLANDE,Cesson-SÌ©vignÌ©,NA,,R,"250.83964","44",Ille-et-Vilaine,"243500139","35051",Cesson-SÃ©vignÃ©,"35051",Centre,CENTRE,centre,iris d'habitat,"3505101",
GRDF,17X100A100A00028,"2021",G,"350510101",Centre,3 RUE DU LEITRIM,Cesson-SÌ©vignÌ©,NA,,R,"279.61399","41",Ille-et-Vilaine,"243500139","35051",Cesson-SÃ©vignÃ©,"35051",Centre,CENTRE,centre,iris d'habitat,"3505101",
GRDF,17X100A100A00028,"2021",G,"350510102",La Hublais,3 RUE DE LA DOENNA,Cesson-SÌ©vignÌ©,NA,,R,"115.9427","16",Ille-et-Vilaine,"243500139","35051",Cesson-SÃ©vignÃ©,"35051",La Hublais,LA HUBLAIS,la hublais,iris d'habitat,"3505101",
GRDF,17X100A100A00028,"2021",G,"350510102",La Hublais,5 RUE DU LIN,Cesson-SÌ©vignÌ©,NA,,R,"119.30707","29",Ille-et-Vilaine,"243500139","35051",Cesson-SÃ©vignÃ©,"35051",La Hublais,LA HUBLAIS,la hublais,iris d'habitat,"3505101",
GRDF,17X100A100A00028,"2021",G,"350510102",La Hublais,6 RUE DE LA DOENNA,Cesson-SÌ©vignÌ©,NA,,R,"167.57288","31",Ille-et-Vilaine,"243500139","35051",Cesson-SÃ©vignÃ©,"35051",La Hublais,LA HUBLAIS,la hublais,iris d'habitat,"3505101",
GRDF,17X100A100A00028,"2021",G,"350510103",Coesmes,1C ALLEE DE LA CROIX NOBLET,Cesson-SÌ©vignÌ©,NA,,R,"161.61414","33",Ille-et-Vilaine,"243500139","35051",Cesson-SÃ©vignÃ©,"35051",Coesmes,COESMES,coesmes,iris d'habitat,"3505101",
GRDF,17X100A100A00028,"2021",G,"350010102",Est,1 SQUARE ELLA MAILLARD,AcignÌ©,NA,,R,"3.48651","11",Ille-et-Vilaine,"243500139","35001",AcignÃ©,"35001",Est,EST,est,iris d'habitat,"3500101",
GRDF,17X100A100A00028,"2021",G,"350010102",Est,2 SQUARE JOSEPHINE PENCALET,AcignÌ©,NA,,R,"89.66505","21",Ille-et-Vilaine,"243500139","35001",AcignÃ©,"35001",Est,EST,est,iris d'habitat,"3500101",
GRDF,17X100A100A00028,"2021",G,"350010102",Est,5 RUE DE CALAIS,AcignÌ©,NA,,R,"61.65372","14",Ille-et-Vilaine,"243500139","35001",AcignÃ©,"35001",Est,EST,est,iris d'habitat,"3500101",
GRDF,17X100A100A00028,"2021",G,"350010102",Est,7 RUE DE LA VANNERIE,AcignÌ©,NA,,R,"72.56059","11",Ille-et-Vilaine,"243500139","35001",AcignÃ©,"35001",Est,EST,est,iris d'habitat,"3500101",
GRDF,17X100A100A00028,"2021",G,"350120101",Urbain,RUE DU CHENE VERT,Bain-de-Bretagne,"84","Administration publique et dÌ©fense ; sÌ©curitÌ© sociale obligatoire",T,"1084.57851","2",Ille-et-Vilaine,"200070662","35012",Bain-de-Bretagne,"35012",Urbain,URBAIN,urbain,iris d'habitat,"3501201",
GRDF,17X100A100A00028,"2021",G,"350120101",Urbain,55 RUE HIPPOLYTE FILLIOUX,Bain-de-Bretagne,NA,,R,"93.95189","21",Ille-et-Vilaine,"200070662","35012",Bain-de-Bretagne,"35012",Urbain,URBAIN,urbain,iris d'habitat,"3501201",
GRDF,17X100A100A00028,"2021",G,"350230000",BÌ©dÌ©e (commune non irisÌ©e),1 BOULEVARD DU PONT AUX CHEVRES,BÌ©dÌ©e,NA,,R,"81.77046","17",Ille-et-Vilaine,"243500550","35023",BÃ©dÃ©e,"35023",BÃ©dÃ©e (commune non irisÃ©e),BÃ‰DÃ‰E (COMMUNE NON IRISÃ‰E),bÃ©dÃ©e (commune non irisÃ©e),commune,"3502300",
GRDF,17X100A100A00028,"2021",G,"350240101",Ouest,2 AVENUE DE L EUROPE,Betton,NA,,R,"106.15697","29",Ille-et-Vilaine,"243500139","35024",Betton,"35024",Ouest,OUEST,ouest,iris d'habitat,"3502401",
GRDF,17X100A100A00028,"2021",G,"350240101",Ouest,13 RUE DU BLAVET,Betton,NA,,R,"71.54169","11",Ille-et-Vilaine,"243500139","35024",Betton,"35024",Ouest,OUEST,ouest,iris d'habitat,"3502401",
GRDF,17X100A100A00028,"2021",G,"350240101",Ouest,23B RUE DE BROCELIANDE,Betton,NA,,R,"67.52411","11",Ille-et-Vilaine,"243500139","35024",Betton,"35024",Ouest,OUEST,ouest,iris d'habitat,"3502401",
GRDF,17X100A100A00028,"2021",G,"350240102",Centre,RUE DU VAU CHALET,Betton,"84","Administration publique et dÌ©fense ; sÌ©curitÌ© sociale obligatoire",T,"470.54279","1",Ille-et-Vilaine,"243500139","35024",Betton,"35024",Centre,CENTRE,centre,iris d'habitat,"3502401",
GRDF,17X100A100A00028,"2021",G,"350240103",Entre Canal et Voie FerrÌ©e,3 RUE DES BALANCIERS,Betton,NA,,R,"16.11144","13",Ille-et-Vilaine,"243500139","35024",Betton,"35024",Entre Canal et Voie FerrÃ©e,ENTRE CANAL ET VOIE FERRÃ‰E,entre canal et voie ferrÃ©e,iris d'habitat,"3502401",
GRDF,17X100A100A00028,"2021",G,"350240103",Entre Canal et Voie FerrÌ©e,62 RUE DE RENNES,Betton,NA,,R,"90.84658","46",Ille-et-Vilaine,"243500139","35024",Betton,"35024",Entre Canal et Voie FerrÃ©e,ENTRE CANAL ET VOIE FERRÃ‰E,entre canal et voie ferrÃ©e,iris d'habitat,"3502401",
GRDF,17X100A100A00028,"2021",G,"350390000",BrÌ©cÌ© (commune non irisÌ©e),1 RUE DE LA PALIERE,BrÌ©cÌ©,NA,,R,"101.42904","24",Ille-et-Vilaine,"243500139","35039",BrÃ©cÃ©,"35039",BrÃ©cÃ© (commune non irisÃ©e),BRÃ‰CÃ‰ (COMMUNE NON IRISÃ‰E),brÃ©cÃ© (commune non irisÃ©e),commune,"3503900",
GRDF,17X100A100A00028,"2021",G,"350400000",Breteil (commune non irisÌ©e),1 RUE DES BRUANTS,Breteil,NA,,R,"35.48316","12",Ille-et-Vilaine,"243500550","35040",Breteil,"35040",Breteil (commune non irisÃ©e),BRETEIL (COMMUNE NON IRISÃ‰E),breteil (commune non irisÃ©e),commune,"3504000",
GRDF,17X100A100A00028,"2021",G,"350470101",Bruz Centre Nord,RUE PIERRE DE COUBERTIN,Bruz,"84","Administration publique et dÌ©fense ; sÌ©curitÌ© sociale obligatoire",T,"1159.57156","1",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Centre Nord,BRUZ CENTRE NORD,bruz centre nord,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470101",Bruz Centre Nord,14 AVENUE JULES TRICAULT,Bruz,NA,,R,"48.11294","16",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Centre Nord,BRUZ CENTRE NORD,bruz centre nord,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470102",Bruz Centre Sud-Est,RUE DU GUESCLIN,Bruz,"84","Administration publique et dÌ©fense ; sÌ©curitÌ© sociale obligatoire",T,"328.53001","1",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Centre Sud-Est,BRUZ CENTRE SUD-EST,bruz centre sud-est,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470103",Bruz Centre Sud-Ouest,6 ALLEE DES RONCERAIS,Bruz,NA,,R,"95.77976","14",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Centre Sud-Ouest,BRUZ CENTRE SUD-OUEST,bruz centre sud-ouest,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470103",Bruz Centre Sud-Ouest,16B SQUARE BALAVOINE,Bruz,NA,,R,"81.02411","21",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Centre Sud-Ouest,BRUZ CENTRE SUD-OUEST,bruz centre sud-ouest,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470103",Bruz Centre Sud-Ouest,18 SQUARE DES CHATELIERS,Bruz,NA,,R,"61.56716","13",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Centre Sud-Ouest,BRUZ CENTRE SUD-OUEST,bruz centre sud-ouest,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470104",Bruz Ouest,3 AVENUE DE WRZESNIA,Bruz,NA,,R,"54.90889","18",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Ouest,BRUZ OUEST,bruz ouest,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470104",Bruz Ouest,13 AVENUE DE CEZEMBRE,Bruz,NA,,R,"68.30055","10",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Ouest,BRUZ OUEST,bruz ouest,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470106",Bruz Est,9 RUE DES POMMIERS,Bruz,NA,,R,"41.21059","22",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Est,BRUZ EST,bruz est,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350510102",La Hublais,HUBLAIS,Cesson-SÌ©vignÌ©,"94",ActivitÌ©s des organisations associatives,T,"325.88113","1",Ille-et-Vilaine,"243500139","35051",Cesson-SÃ©vignÃ©,"35051",La Hublais,LA HUBLAIS,la hublais,iris d'habitat,"3505101",
GRDF,17X100A100A00028,"2021",G,"350510102",La Hublais,1 ALLEE DU GUADEL,Cesson-SÌ©vignÌ©,NA,,R,"98.27244","27",Ille-et-Vilaine,"243500139","35051",Cesson-SÃ©vignÃ©,"35051",La Hublais,LA HUBLAIS,la hublais,iris d'habitat,"3505101",
GRDF,17X100A100A00028,"2021",G,"350510102",La Hublais,4 RUE DU LIN,Cesson-SÌ©vignÌ©,NA,,R,"69.4803","21",Ille-et-Vilaine,"243500139","35051",Cesson-SÃ©vignÃ©,"35051",La Hublais,LA HUBLAIS,la hublais,iris d'habitat,"3505101",
GRDF,17X100A100A00028,"2021",G,"350510102",La Hublais,8 RUE DU LIN,Cesson-SÌ©vignÌ©,NA,,R,"76.37826","21",Ille-et-Vilaine,"243500139","35051",Cesson-SÃ©vignÃ©,"35051",La Hublais,LA HUBLAIS,la hublais,iris d'habitat,"3505101",
GRDF,17X100A100A00028,"2021",G,"350510103",Coesmes,2 AVENUE DE BELLE FONTAINE,Cesson-SÌ©vignÌ©,"61",TÌ©lÌ©communications,T,"1.34484","1",Ille-et-Vilaine,"243500139","35051",Cesson-SÃ©vignÃ©,"35051",Coesmes,COESMES,coesmes,iris d'habitat,"3505101",
GRDF,17X100A100A00028,"2021",G,"350510103",Coesmes,6 RUE DES SAULES,Cesson-SÌ©vignÌ©,NA,,R,"75.74795","11",Ille-et-Vilaine,"243500139","35051",Cesson-SÃ©vignÃ©,"35051",Coesmes,COESMES,coesmes,iris d'habitat,"3505101",
GRDF,17X100A100A00028,"2021",G,"350010101",Ouest,5 RUE DES MENUISIERS,AcignÌ©,NA,,R,"92.16279","11",Ille-et-Vilaine,"243500139","35001",AcignÃ©,"35001",Ouest,OUEST,ouest,iris d'habitat,"3500101",
GRDF,17X100A100A00028,"2021",G,"350010102",Est,1 RUE DE LA VANNERIE,AcignÌ©,NA,,R,"76.70658","11",Ille-et-Vilaine,"243500139","35001",AcignÃ©,"35001",Est,EST,est,iris d'habitat,"3500101",
GRDF,17X100A100A00028,"2021",G,"350060000",ArgentrÌ©-du-Plessis (commune non irisÌ©e),BOULEVARD DU MAINE,ArgentrÌ©-du-Plessis,"84","Administration publique et dÌ©fense ; sÌ©curitÌ© sociale obligatoire",T,"729.99073","1",Ille-et-Vilaine,"200039022","35006",ArgentrÃ©-du-Plessis,"35006",ArgentrÃ©-du-Plessis (commune non irisÃ©e),ARGENTRÃ‰-DU-PLESSIS (COMMUNE NON IRISÃ‰E),argentrÃ©-du-plessis (commune non irisÃ©e),commune,"3500600",
GRDF,17X100A100A00028,"2021",G,"350120102",Rural,LDT FRESNAIS,Bain-de-Bretagne,"17",Industrie du papier et du carton,I,"2806.31344","1",Ille-et-Vilaine,"200070662","35012",Bain-de-Bretagne,"35012",Rural,RURAL,rural,iris d'habitat,"3501201",
GRDF,17X100A100A00028,"2021",G,"350240101",Ouest,42 RUE DE LONDRES,Betton,NA,,R,"57.71419","10",Ille-et-Vilaine,"243500139","35024",Betton,"35024",Ouest,OUEST,ouest,iris d'habitat,"3502401",
GRDF,17X100A100A00028,"2021",G,"350320000",BourgbarrÌ© (commune non irisÌ©e),2 ALLEE DE BELLE ILE,BourgbarrÌ©,NA,,R,"59.15561","10",Ille-et-Vilaine,"243500139","35032",BourgbarrÃ©,"35032",BourgbarrÃ© (commune non irisÃ©e),BOURGBARRÃ‰ (COMMUNE NON IRISÃ‰E),bourgbarrÃ© (commune non irisÃ©e),commune,"3503200",
GRDF,17X100A100A00028,"2021",G,"350320000",BourgbarrÌ© (commune non irisÌ©e),ZAR DU PLESSIS,BourgbarrÌ©,NA,,T,"1236.539","1",Ille-et-Vilaine,"243500139","35032",BourgbarrÃ©,"35032",BourgbarrÃ© (commune non irisÃ©e),BOURGBARRÃ‰ (COMMUNE NON IRISÃ‰E),bourgbarrÃ© (commune non irisÃ©e),commune,"3503200",
GRDF,17X100A100A00028,"2021",G,"350370000",BrÌ©al-sous-Montfort (commune non irisÌ©e),1 RUE D ITALIE,BrÌ©al-sous-Montfort,NA,,R,"65.7237","11",Ille-et-Vilaine,"243500618","35037",BrÃ©al-sous-Montfort,"35037",BrÃ©al-sous-Montfort (commune non irisÃ©e),BRÃ‰AL-SOUS-MONTFORT (COMMUNE NON IRISÃ‰E),brÃ©al-sous-montfort (commune non irisÃ©e),commune,"3503700",
GRDF,17X100A100A00028,"2021",G,"350470102",Bruz Centre Sud-Est,PLACE DE BRETAGNE,Bruz,"47","Commerce de dÌ©tail, ÌÊ l'exception des automobiles et des motocycles",T,"193.55828","1",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Centre Sud-Est,BRUZ CENTRE SUD-EST,bruz centre sud-est,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470102",Bruz Centre Sud-Est,4 RUE HUGUETTE GALLAIS,Bruz,NA,,R,"60.23548","17",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Centre Sud-Est,BRUZ CENTRE SUD-EST,bruz centre sud-est,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470102",Bruz Centre Sud-Est,74 AVENUE ALPHONSE LEGAULT,Bruz,NA,,R,"57.10034","13",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Centre Sud-Est,BRUZ CENTRE SUD-EST,bruz centre sud-est,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470104",Bruz Ouest,1 AVENUE DE CEZEMBRE,Bruz,NA,,R,"124.7257","16",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Ouest,BRUZ OUEST,bruz ouest,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470104",Bruz Ouest,1 RUE DU CARRE VERT,Bruz,NA,,R,"138.35615","36",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Ouest,BRUZ OUEST,bruz ouest,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470104",Bruz Ouest,5 AVENUE DE WRZESNIA,Bruz,NA,,R,"55.65896","19",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Ouest,BRUZ OUEST,bruz ouest,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470104",Bruz Ouest,37 AVENUE DE L EUROPE,Bruz,NA,,R,"70.09027","15",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Ouest,BRUZ OUEST,bruz ouest,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470104",Bruz Ouest,45 AVENUE DE L EUROPE,Bruz,NA,,R,"136.65981","21",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Ouest,BRUZ OUEST,bruz ouest,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470106",Bruz Est,4 RUE DES POMMIERS,Bruz,NA,,R,"65.82879","16",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Est,BRUZ EST,bruz est,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350510101",Centre,RUE DE L HOTEL DE VILLE,Cesson-SÌ©vignÌ©,"84","Administration publique et dÌ©fense ; sÌ©curitÌ© sociale obligatoire",T,"454.99017","1",Ille-et-Vilaine,"243500139","35051",Cesson-SÃ©vignÃ©,"35051",Centre,CENTRE,centre,iris d'habitat,"3505101",
GRDF,17X100A100A00028,"2021",G,"350510102",La Hublais,3 ALLEE DU GUADEL,Cesson-SÌ©vignÌ©,NA,,R,"71.5914","17",Ille-et-Vilaine,"243500139","35051",Cesson-SÃ©vignÃ©,"35051",La Hublais,LA HUBLAIS,la hublais,iris d'habitat,"3505101",
GRDF,17X100A100A00028,"2021",G,"350510102",La Hublais,6 RUE DU LIN,Cesson-SÌ©vignÌ©,NA,,R,"77.09826","21",Ille-et-Vilaine,"243500139","35051",Cesson-SÃ©vignÃ©,"35051",La Hublais,LA HUBLAIS,la hublais,iris d'habitat,"3505101",
GRDF,17X100A100A00028,"2021",G,"350510103",Coesmes,2 RUE DE LA CHATAIGNERAIE,Cesson-SÌ©vignÌ©,"85",Enseignement,T,"452.32847","1",Ille-et-Vilaine,"243500139","35051",Cesson-SÃ©vignÃ©,"35051",Coesmes,COESMES,coesmes,iris d'habitat,"3505101",
GRDF,17X100A100A00028,"2021",G,"350510103",Coesmes,55 RUE DE RENNES,Cesson-SÌ©vignÌ©,NA,,R,"118.51976","29",Ille-et-Vilaine,"243500139","35051",Cesson-SÃ©vignÃ©,"35051",Coesmes,COESMES,coesmes,iris d'habitat,"3505101",
GRDF,17X100A100A00028,"2021",G,"350510201",Rural Est,RUE DE LA RIGOURDIERE,Cesson-SÌ©vignÌ©,"45",Commerce et rÌ©paration d'automobiles et de motocycles,T,"326.9615","1",Ille-et-Vilaine,"243500139","35051",Cesson-SÃ©vignÃ©,"35051",Rural Est,RURAL EST,rural est,iris divers,"3505102",
GRDF,17X100A100A00028,"2021",G,"350010101",Ouest,19 RUE DE RENNES,AcignÌ©,"28",Fabrication de machines et Ì©quipements n.c.a.,I,"673.35994","1",Ille-et-Vilaine,"243500139","35001",AcignÃ©,"35001",Ouest,OUEST,ouest,iris d'habitat,"3500101",
GRDF,17X100A100A00028,"2021",G,"350120101",Urbain,BOIS GREFFIER,Bain-de-Bretagne,"85",Enseignement,T,"752.74671","1",Ille-et-Vilaine,"200070662","35012",Bain-de-Bretagne,"35012",Urbain,URBAIN,urbain,iris d'habitat,"3501201",
GRDF,17X100A100A00028,"2021",G,"350120101",Urbain,22 RUE ANJELA DUVAL,Bain-de-Bretagne,NA,,R,"60.49988","11",Ille-et-Vilaine,"200070662","35012",Bain-de-Bretagne,"35012",Urbain,URBAIN,urbain,iris d'habitat,"3501201",
GRDF,17X100A100A00028,"2021",G,"350230000",BÌ©dÌ©e (commune non irisÌ©e),GABRIELLES,BÌ©dÌ©e,"35","Production et distribution d'Ì©lectricitÌ©, de gaz, de vapeur et d'air conditionnÌ©",I,"42.628","1",Ille-et-Vilaine,"243500550","35023",BÃ©dÃ©e,"35023",BÃ©dÃ©e (commune non irisÃ©e),BÃ‰DÃ‰E (COMMUNE NON IRISÃ‰E),bÃ©dÃ©e (commune non irisÃ©e),commune,"3502300",
GRDF,17X100A100A00028,"2021",G,"350240101",Ouest,11 RUE DU BLAVET,Betton,NA,,R,"92.92068","14",Ille-et-Vilaine,"243500139","35024",Betton,"35024",Ouest,OUEST,ouest,iris d'habitat,"3502401",
GRDF,17X100A100A00028,"2021",G,"350240101",Ouest,44 RUE DE BREHAT,Betton,NA,,R,"124.22485","23",Ille-et-Vilaine,"243500139","35024",Betton,"35024",Ouest,OUEST,ouest,iris d'habitat,"3502401",
GRDF,17X100A100A00028,"2021",G,"350370000",BrÌ©al-sous-Montfort (commune non irisÌ©e),ZAC HINDRE,BrÌ©al-sous-Montfort,"10",Industries alimentaires,I,"639.70306","2",Ille-et-Vilaine,"243500618","35037",BrÃ©al-sous-Montfort,"35037",BrÃ©al-sous-Montfort (commune non irisÃ©e),BRÃ‰AL-SOUS-MONTFORT (COMMUNE NON IRISÃ‰E),brÃ©al-sous-montfort (commune non irisÃ©e),commune,"3503700",
GRDF,17X100A100A00028,"2021",G,"350470102",Bruz Centre Sud-Est,6 AVENUE DU GENERAL DE GAULLE,Bruz,NA,,R,"138.43647","19",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Centre Sud-Est,BRUZ CENTRE SUD-EST,bruz centre sud-est,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470104",Bruz Ouest,2B SQUARE L ABBE PIERRE,Bruz,NA,,R,"108.91384","21",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Ouest,BRUZ OUEST,bruz ouest,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470104",Bruz Ouest,12 PLACE DU VERT BUISSON,Bruz,NA,,R,"81.2318","11",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Ouest,BRUZ OUEST,bruz ouest,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470104",Bruz Ouest,36 AVENUE JOSEPH JAN,Bruz,NA,,R,"205.29955","29",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Ouest,BRUZ OUEST,bruz ouest,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470105",Bruz Nord,RUE CAMPUS DE KER LANN,Bruz,"35","Production et distribution d'Ì©lectricitÌ©, de gaz, de vapeur et d'air conditionnÌ©",I,"510.6758","1",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Nord,BRUZ NORD,bruz nord,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350470105",Bruz Nord,RUE CAMPUS DE KER LANN,Bruz,"85",Enseignement,T,"941.6359","1",Ille-et-Vilaine,"243500139","35047",Bruz,"35047",Bruz Nord,BRUZ NORD,bruz nord,iris d'habitat,"3504701",
GRDF,17X100A100A00028,"2021",G,"350490101",Bourg,12 QUA GAMBETTA,Cancale,"55",HÌ©bergement,T,"57.77106","1",Ille-et-Vilaine,"243500782","35049",Cancale,"35049",Bourg,BOURG,bourg,iris d'habitat,"3504901",
GRDF,17X100A100A00028,"2021",G,"350490102",Rural,56 AVENUE DU GENERAL DE GAULLE,Cancale,NA,,R,"128.82595","28",Ille-et-Vilaine,"243500782","35049",Cancale,"35049",Rural,RURAL,rural,iris d'habitat,"3504901",
GRDF,17X100A100A00028,"2021",G,"350510101",Centre,9 COURS DE LA VILAINE,Cesson-SÌ©vignÌ©,"68",ActivitÌ©s immobiliÌ¬res,T,"162.30553","1",Ille-et-Vilaine,"243500139","35051",Cesson-SÃ©vignÃ©,"35051",Centre,CENTRE,centre,iris d'habitat,"3505101",
GRDF,17X100A100A00028,"2021",G,"350510101",Centre,CHM BOIS DE LA JUSTICE,Cesson-SÌ©vignÌ©,"68",ActivitÌ©s immobiliÌ¬res,T,"509.02428","1",Ille-et-Vilaine,"243500139","35051",Cesson-SÃ©vignÃ©,"35051",Centre,CENTRE,centre,iris d'habitat,"3505101",
